idnax;fecha imagen;ID;CAMPO;FINCA;ZONA;MANDADOR;ZAFRA 20-21;variedad;soca;edad;zona eco;zonas;fs;tipo riego;area;activo;nubosidad;leyenda 08 NDVI 2 (con nubes);valor 08 NDVI 2 (con nubes);leyenda 09 Nivel de NDVI óptimo;valor 09 Nivel de NDVI óptimo;leyenda 10 Anomalías;valor 10 Anomalías;leyenda 11 Necesidades de Nitrógeno;valor 11 Necesidades de Nitrógeno;leyenda 12 Producción;valor 12 Producción;leyenda 13 Maduración;valor 13 Maduración;leyenda 14 Maduración 2 (con nubes);valor 14 Maduración 2 (con nubes);leyenda 15 Cosecha;valor 15 Cosecha;leyenda Biomasa (m2 caña/m2);valor Biomasa (m2 caña/m2);leyenda Biomasa 2 (con nubes);valor Biomasa 2 (con nubes);leyenda Clorofila (mg/cm2);valor Clorofila (mg/cm2);leyenda Contenido de agua (mg/cm2);valor Contenido de agua (mg/cm2);leyenda Contenido de agua 2 (con nubes);valor Contenido de agua 2 (con nubes);leyenda Evolución hídrica;valor Evolución hídrica;leyenda NDVI;valor NDVI;leyenda Nivel de agua óptimo;valor Nivel de agua óptimo;leyenda Nivel de biomasa óptimo;valor Nivel de biomasa óptimo;leyenda Nivel de clorofila óptimo;valor Nivel de clorofila óptimo;leyenda msavi2;valor msavi2;leyenda ndwi;valor ndwi
235545;2022-05-28;161701;1617-0;SUCUYA;PBA;;;CG02163;3.0;5.0;;PBA;2023-01-24;3.0;5.2876;True;0.0791;0.8-0.9;0.8164;+30% del optimo;5.0;Sin incidencia;0.0;Normal;1.0;NORMAL;0.7645;1 (Comienzo);0.9386;1 (Comienzo);0.9386;Cosechar;0.0061;4.6;4.1497;4.6;4.1497;250-300;271.7544;0.09;0.0883;0.09;0.0883;Ganando o manteniendo agua;0.0;0.8-0.9;0.8111;+30% del optimo;5.0;+30% del optimo;5.0;+30% del optimo;5.0;0-0.2;0.127;0.7-0.75;0.7035
235546;2022-05-28;161702;1617-0;SUCUYA;PBA;;;CG02163;3.0;5.0;;PBA;2023-01-24;3.0;0.6656;True;0.2879;0.8-0.9;0.8167;+30% del optimo;5.0;Sin incidencia;0.0;Normal;1.0;NORMAL;0.7864;1 (Comienzo);0.9377;1 (Comienzo);0.9377;Cosechar;0.0213;4.6;4.1409;4.6;4.1409;250-300;277.8394;0.09;0.0862;0.09;0.0862;Ganando o manteniendo agua;0.0;0.8-0.9;0.8113;+30% del optimo;5.0;+30% del optimo;5.0;+30% del optimo;5.0;0-0.2;0.1296;0.7-0.75;0.7162
235547;2022-05-28;161801;1618-0;SUCUYA;PBA;;;CP722086;8.0;5.0;;PBA;2023-01-23;3.0;0.7445;True;0.2192;0.7-0.8;0.7712;Optimo;4.0;Sin incidencia;0.0;Alto;0.5167;BAJA;0.5993;;;;;Ya cosechado;0.0;2.8;2.4323;2.8;2.4323;100-150;120.7833;0.06;0.0557;0.06;0.0557;Ganando o manteniendo agua;0.0;0.7-0.8;0.7668;Optimo;3.2281;-20% del optimo;1.8947;-20% del optimo;1.1404;0-0.2;0.0351;0.6-0.625;0.6174
235548;2022-05-28;161802;1618-0;SUCUYA;PBA;;;CP722086;8.0;5.0;;PBA;2023-01-23;3.0;2.0975;True;0.1587;0.8-0.9;0.8052;Optimo;4.0;Sin incidencia;0.0;Normal;0.8188;NORMAL;0.802;;;;;Ya cosechado;0.0;3.4;3.3815;3.4;3.3815;150-200;196.7969;0.07;0.0655;0.07;0.0655;Ganando o manteniendo agua;0.0;0.8-0.9;0.8001;Optimo;3.8857;Optimo;3.5257;-10% del optimo;2.8457;0-0.2;0.1181;0.65-0.675;0.6674
235549;2022-05-28;161803;1618-0;SUCUYA;PBA;;;CP722086;8.0;5.0;;PBA;2023-01-23;3.0;0.5979;True;0.1639;0.8-0.9;0.8171;Optimo;4.0;Sin incidencia;0.0;Normal;0.7942;NORMAL;0.7353;;;;;Ya cosechado;0.0;3.4;3.311;3.4;3.311;150-200;190.8371;0.07;0.0634;0.07;0.0634;Ganando o manteniendo agua;0.0;0.8-0.9;0.8122;+30% del optimo;4.0196;Optimo;3.3529;-10% del optimo;2.5098;0-0.2;0.1331;0.675-0.7;0.6752
235550;2022-05-28;161804;1618-0;SUCUYA;PBA;;;CP722086;8.0;5.0;;PBA;2023-01-23;3.0;2.6427;True;0.0602;0.8-0.9;0.8065;Optimo;4.0;Sin incidencia;0.0;Normal;0.7864;NORMAL;0.8198;;;;;Ya cosechado;0.0;3.4;3.2985;3.4;3.2985;150-200;185.0865;0.07;0.0654;0.07;0.0654;Ganando o manteniendo agua;0.0;0.8-0.9;0.8016;Optimo;3.952;Optimo;3.58;-10% del optimo;2.46;0-0.2;0.1152;0.65-0.675;0.661
235551;2022-05-28;161805;1618-0;SUCUYA;PBA;;;CP722086;8.0;5.0;;PBA;2023-01-23;3.0;0.7708;True;0.0789;0.8-0.9;0.823;Optimo;4.0;Sin incidencia;0.0;Normal;0.8892;NORMAL;0.8623;;;;;Ya cosechado;0.0;4;3.95;4;3.95;200-250;248.099;0.08;0.0732;0.08;0.0732;Ganando o manteniendo agua;0.0;0.8-0.9;0.8179;+30% del optimo;4.3286;+30% del optimo;4.1286;Optimo;3.4571;0-0.2;0.1489;0.675-0.7;0.6911
235552;2022-05-28;161806;1618-0;SUCUYA;PBA;;;CP722086;8.0;5.0;;PBA;2023-01-23;3.0;0.8471;True;0.1059;0.8-0.9;0.8079;Optimo;4.0;Sin incidencia;0.0;Normal;0.8707;NORMAL;0.8441;;;;;Ya cosechado;0.0;4;3.692;4;3.692;200-250;226.9402;0.07;0.0694;0.07;0.0694;Ganando o manteniendo agua;0.0;0.8-0.9;0.8028;+30% del optimo;4.3026;+30% del optimo;4.0132;Optimo;3.1184;0-0.2;0.1292;0.675-0.7;0.6809
235553;2022-05-28;161807;1618-0;SUCUYA;PBA;;;CP722086;8.0;5.0;;PBA;2023-01-23;3.0;0.9451;True;0.1596;0.8-0.9;0.8092;Optimo;4.0;Sin incidencia;0.0;Normal;0.8998;NORMAL;0.923;;;;;Ya cosechado;0.0;4;3.7651;4;3.7651;200-250;240.504;0.08;0.077;0.08;0.077;Ganando o manteniendo agua;0.0;0.8-0.9;0.8039;+30% del optimo;4.4177;Optimo;3.962;Optimo;3.3291;0-0.2;0.1144;0.675-0.7;0.6966
235554;2022-05-28;161808;1618-0;SUCUYA;PBA;;;CP722086;8.0;5.0;;PBA;2023-01-23;3.0;1.2307;True;0.123;0.8-0.9;0.805;Optimo;4.0;Sin incidencia;0.0;Normal;0.9141;NORMAL;0.9205;;;;;Ya cosechado;0.0;4;3.9099;4;3.9099;200-250;239.7422;0.08;0.073;0.08;0.073;Ganando o manteniendo agua;0.0;0.8-0.9;0.8003;+30% del optimo;4.2991;+30% del optimo;4.2056;Optimo;3.5981;0-0.2;0.1377;0.675-0.7;0.6789
235555;2022-05-28;161809;1618-0;SUCUYA;PBA;;;CP722086;8.0;5.0;;PBA;2023-01-23;3.0;1.1203;True;0.0804;0.8-0.9;0.8054;Optimo;4.0;Sin incidencia;0.0;Normal;0.9087;NORMAL;0.9211;;;;;Ya cosechado;0.0;4;3.8691;4;3.8691;200-250;237.587;0.08;0.0725;0.08;0.0725;Ganando o manteniendo agua;0.0;0.8-0.9;0.8008;+30% del optimo;4.3689;+30% del optimo;4.1845;Optimo;3.4369;0-0.2;0.1339;0.675-0.7;0.68
235407;2022-05-28;161901;1619-0;SUCUYA;PBA;;;CP731547;1.0;2.0;;PBA;2023-04-05;3.0;5.9108;True;0.0902;0.5-0.6;0.5235;-20% del optimo;1.7908;Sin incidencia;-0.044;Critico;0.2103;BAJA;0.5776;0.3;0.2413;0.3;0.2413;Cosechar;0.0055;1.4;1.2667;1.4;1.2667;40-50;49.515;0.03;0.027;0.03;0.027;Ganando o manteniendo agua;0.0;0.5-0.6;0.5184;-20% del optimo;1.0716;-20% del optimo;1.0275;-20% del optimo;1.022;0-0.2;-0.2435;0.5-0.525;0.5006
235556;2022-05-28;162011;1620-1;SUCUYA;PBA;;;CP722086;8.0;1.0;;PBA;2023-05-18;3.0;1.4543;True;0.2014;0.7-0.8;0.7113;Optimo;3.6174;Sin incidencia;0.0;Alto;0.5086;NORMAL;0.8039;;;;;Ya cosechado;0.0;2.8;2.333;2.8;2.333;100-150;122.9708;0.05;0.0449;0.05;0.0449;15 dias perdiendo agua;-3.0;0.7-0.8;0.7067;-20% del optimo;1.9478;-20% del optimo;1.6783;-20% del optimo;1.2783;0-0.2;0.0046;0.6-0.625;0.6227
235557;2022-05-28;162012;1620-1;SUCUYA;PBA;;;CP722086;8.0;1.0;;PBA;2023-05-18;3.0;1.765;True;0.096;0.6-0.7;0.6889;Optimo;3.3812;1 imagen con exceso;0.2;Muy Alto;0.4751;NORMAL;0.7688;;;;;Ya cosechado;0.0;2.2;2.1842;2.2;2.1842;100-150;114.8772;0.05;0.0427;0.05;0.0427;15 dias perdiendo agua;-3.0;0.6-0.7;0.6843;-20% del optimo;1.8563;-20% del optimo;1.575;-20% del optimo;1.2188;0-0.2;-0.0275;0.6-0.625;0.6091
235558;2022-05-28;162013;1620-1;SUCUYA;PBA;;;CP722086;8.0;1.0;;PBA;2023-05-18;3.0;1.1546;True;0.1282;0.6-0.7;0.6039;-10% del optimo;2.5098;Sin incidencia;0.0;Muy Alto;0.3092;BAJA;0.6084;;;;;Ya cosechado;0.0;1.8;1.6284;1.8;1.6284;50-75;74.7678;0.035;0.0336;0.035;0.0336;15 dias perdiendo agua;-3.0;0.5-0.6;0.5988;-20% del optimo;1.1373;-30% del optimo;1.0;-30% del optimo;1.0;0-0.2;-0.1317;0.55-0.575;0.5608
235559;2022-05-28;162021;1620-2;SUCUYA;PBA;;;CP722086;7.0;5.0;;PBA;2023-01-12;3.0;1.089;True;0.1909;0.7-0.8;0.7933;Optimo;3.9888;Sin incidencia;0.0;Normal;0.8329;NORMAL;0.8079;;;;;Ya cosechado;0.0;4;3.4021;4;3.4021;200-250;210.301;0.07;0.0673;0.07;0.0673;Ganando o manteniendo agua;0.0;0.7-0.8;0.7883;+30% del optimo;4.0337;Optimo;3.4382;-10% del optimo;2.8539;0-0.2;0.0949;0.675-0.7;0.6833
235560;2022-05-28;162022;1620-2;SUCUYA;PBA;;;CP722086;7.0;5.0;;PBA;2023-01-12;3.0;1.016;True;0.099;0.7-0.8;0.7742;Optimo;3.978;Sin incidencia;0.0;Alto;0.7046;NORMAL;0.8499;;;;;Ya cosechado;0.0;3.4;3.0414;3.4;3.0414;150-200;175.7699;0.07;0.062;0.07;0.062;Ganando o manteniendo agua;0.0;0.7-0.8;0.769;Optimo;3.7582;-10% del optimo;2.7802;-10% del optimo;2.011;0-0.2;0.0645;0.65-0.675;0.6639
235561;2022-05-28;162023;1620-2;SUCUYA;PBA;;;CP722086;7.0;5.0;;PBA;2023-01-12;3.0;0.6965;True;0.1944;0.7-0.8;0.755;Optimo;3.9483;Sin incidencia;0.0;Alto;0.5319;NORMAL;0.7843;;;;;Ya cosechado;0.0;2.8;2.574;2.8;2.574;100-150;129.6417;0.06;0.0551;0.06;0.0551;Ganando o manteniendo agua;0.0;0.7-0.8;0.7505;Optimo;3.3793;-20% del optimo;1.9483;-20% del optimo;1.0345;0-0.2;0.0341;0.625-0.65;0.6304
235562;2022-05-28;162101;1621-0;SUCUYA;PBA;;;CP731547;1.0;5.0;;PBA;2023-01-22;3.0;0.3472;True;0.2647;0.6-0.7;0.6876;Optimo;3.4;Sin incidencia;0.0;Muy Alto;0.3877;BAJA;0.4476;;;;;Ya cosechado;0.0;2.2;1.9528;2.2;1.9528;75-100;95.242;0.05;0.0432;0.05;0.0432;Ganando o manteniendo agua;0.0;0.6-0.7;0.6828;-20% del optimo;1.52;-20% del optimo;1.12;-20% del optimo;1.08;0-0.2;-0.0924;0.575-0.6;0.595
235571;2022-05-28;1621010;1621-0;SUCUYA;PBA;;;CP731547;1.0;5.0;;PBA;2023-01-22;3.0;1.1085;True;0.0811;0.7-0.8;0.75;Optimo;3.9314;Sin incidencia;0.0;Alto;0.5878;BAJA;0.376;;;;;Ya cosechado;0.0;2.8;2.6439;2.8;2.6439;100-150;144.3891;0.06;0.059;0.06;0.059;Ganando o manteniendo agua;0.0;0.7-0.8;0.7449;Optimo;3.4804;-10% del optimo;2.0392;-20% del optimo;1.4902;0-0.2;0.0024;0.625-0.65;0.6368
235572;2022-05-28;1621011;1621-0;SUCUYA;PBA;;;CP731547;1.0;5.0;;PBA;2023-01-22;3.0;1.1244;True;0.0982;0.7-0.8;0.7894;Optimo;4.0;Sin incidencia;0.0;Normal;0.7892;BAJA;0.438;;;;;Ya cosechado;0.0;3.4;3.1893;3.4;3.1893;150-200;196.7373;0.08;0.0707;0.08;0.0707;Ganando o manteniendo agua;0.0;0.7-0.8;0.7844;Optimo;3.9802;Optimo;3.0693;-10% del optimo;2.6337;0-0.2;0.0528;0.675-0.7;0.6755
235573;2022-05-28;1621012;1621-0;SUCUYA;PBA;;;CP731547;1.0;5.0;;PBA;2023-01-22;3.0;0.8636;True;0.093;0.7-0.8;0.7932;Optimo;4.0;Sin incidencia;0.0;Normal;0.7534;BAJA;0.4873;;;;;Ya cosechado;0.0;3.4;3.065;3.4;3.065;150-200;187.7657;0.08;0.0708;0.08;0.0708;Ganando o manteniendo agua;0.0;0.7-0.8;0.7882;+30% del optimo;4.1026;-10% del optimo;2.7949;-10% del optimo;2.3462;0-0.2;0.0456;0.675-0.7;0.6788
235563;2022-05-28;162102;1621-0;SUCUYA;PBA;;;CP731547;1.0;5.0;;PBA;2023-01-22;3.0;0.158;True;0.6429;0.7-0.8;0.7026;Optimo;3.8;Sin incidencia;0.0;Muy Alto;0.3955;BAJA;0.388;;;;;Ya cosechado;0.0;2.8;2.246;2.8;2.246;75-100;97.162;0.05;0.048;0.05;0.048;Ganando o manteniendo agua;0.0;0.6-0.7;0.696;-20% del optimo;2.0;-20% del optimo;1.2;-30% del optimo;1.0;0-0.2;-0.008;0.575-0.6;0.5877
235564;2022-05-28;162103;1621-0;SUCUYA;PBA;;;CP731547;1.0;5.0;;PBA;2023-01-22;3.0;0.5082;True;0.2321;0.6-0.7;0.6935;Optimo;3.6279;Sin incidencia;0.0;Muy Alto;0.3964;BAJA;0.3207;;;;;Ya cosechado;0.0;2.2;2.0849;2.2;2.0849;75-100;97.3691;0.05;0.0453;0.05;0.0453;Ganando o manteniendo agua;0.0;0.6-0.7;0.6874;-20% del optimo;1.9302;-20% del optimo;1.0465;-30% del optimo;1.0;0-0.2;-0.0502;0.575-0.6;0.5865
235565;2022-05-28;162104;1621-0;SUCUYA;PBA;;;CP731547;1.0;5.0;;PBA;2023-01-22;3.0;0.5497;True;0.0385;0.6-0.7;0.6652;Optimo;3.26;Sin incidencia;0.0;Muy Alto;0.3513;BAJA;0.294;;;;;Ya cosechado;0.0;2.2;1.9088;2.2;1.9088;75-100;86.3026;0.05;0.0417;0.05;0.0417;Ganando o manteniendo agua;0.0;0.6-0.7;0.6604;-20% del optimo;1.26;-30% del optimo;1.0;-30% del optimo;1.0;0-0.2;-0.0802;0.55-0.575;0.5638
235566;2022-05-28;162105;1621-0;SUCUYA;PBA;;;CP731547;1.0;5.0;;PBA;2023-01-22;3.0;0.859;True;0.1294;0.6-0.7;0.6487;-10% del optimo;2.9865;Sin incidencia;0.0;Muy Alto;0.3094;BAJA;0.3012;;;;;Ya cosechado;0.0;1.8;1.7407;1.8;1.7407;75-100;76.0055;0.04;0.0376;0.04;0.0376;Ganando o manteniendo agua;0.0;0.6-0.7;0.6438;-20% del optimo;1.1757;-30% del optimo;1.0;-30% del optimo;1.0;0-0.2;-0.1261;0.55-0.575;0.5571
235567;2022-05-28;162106;1621-0;SUCUYA;PBA;;;CP731547;1.0;5.0;;PBA;2023-01-22;3.0;0.3934;True;0.0789;0.6-0.7;0.658;Optimo;3.1143;Sin incidencia;0.0;Muy Alto;0.3492;BAJA;0.2929;;;;;Ya cosechado;0.0;1.8;1.7811;1.8;1.7811;75-100;85.7803;0.04;0.04;0.04;0.04;Ganando o manteniendo agua;0.0;0.6-0.7;0.6534;-20% del optimo;1.5143;-30% del optimo;1.0;-30% del optimo;1.0;0-0.2;-0.1409;0.55-0.575;0.5681
235568;2022-05-28;162107;1621-0;SUCUYA;PBA;;;CP731547;1.0;5.0;;PBA;2023-01-22;3.0;0.9187;True;0.1383;0.7-0.8;0.7163;Optimo;3.6173;Sin incidencia;0.0;Muy Alto;0.4847;BAJA;0.31;;;;;Ya cosechado;0.0;2.8;2.2965;2.8;2.2965;100-150;119.062;0.06;0.0505;0.06;0.0505;Ganando o manteniendo agua;0.0;0.7-0.8;0.7111;-10% del optimo;2.6914;-20% del optimo;1.679;-20% del optimo;1.0494;0-0.2;-0.0446;0.6-0.625;0.6102
235569;2022-05-28;162108;1621-0;SUCUYA;PBA;;;CP731547;1.0;5.0;;PBA;2023-01-22;3.0;1.165;True;0.0424;0.7-0.8;0.7354;Optimo;3.8673;Sin incidencia;0.0;Alto;0.5555;BAJA;0.354;;;;;Ya cosechado;0.0;2.8;2.6821;2.8;2.6821;100-150;136.4651;0.06;0.0551;0.06;0.0551;Ganando o manteniendo agua;0.0;0.7-0.8;0.7301;Optimo;3.2478;-10% del optimo;2.1593;-20% del optimo;1.1858;0-0.2;0.0193;0.6-0.625;0.6217
235570;2022-05-28;162109;1621-0;SUCUYA;PBA;;;CP731547;1.0;5.0;;PBA;2023-01-22;3.0;1.0793;True;0.1415;0.7-0.8;0.7614;Optimo;3.9451;Sin incidencia;0.0;Alto;0.6158;BAJA;0.3904;;;;;Ya cosechado;0.0;3.4;2.8334;3.4;2.8334;150-200;151.2513;0.06;0.058;0.06;0.058;Ganando o manteniendo agua;0.0;0.7-0.8;0.7564;Optimo;3.5275;-10% del optimo;2.5824;-20% del optimo;1.4396;0-0.2;0.0475;0.625-0.65;0.6437
235574;2022-05-28;162201;1622-0;SUCUYA;PBA;;;CG02163;3.0;5.0;;PBA;2023-01-21;3.0;0.7759;True;0.1842;0.7-0.8;0.7928;+30% del optimo;4.9032;Sin incidencia;0.0;Normal;1.0;BAJA;0.6915;0.9;0.8534;0.9;0.8534;Ya cosechado;0.0;4;3.7231;4;3.7231;200-250;247.7584;0.09;0.0804;0.09;0.0804;Ganando o manteniendo agua;0.0;0.7-0.8;0.7882;+30% del optimo;5.0;+30% del optimo;5.0;+30% del optimo;5.0;0-0.2;0.0918;0.7-0.75;0.7025
235575;2022-05-28;162202;1622-0;SUCUYA;PBA;;;CG02163;3.0;5.0;;PBA;2023-01-21;3.0;3.0706;True;0.1053;0.6-0.7;0.6933;+30% del optimo;4.5074;1 imagen con exceso;0.1912;Normal;1.0;BAJA;0.4796;0.8;0.7579;0.8;0.7579;Ya cosechado;0.0;2.2;2.111;2.2;2.111;100-150;100.5888;0.06;0.051;0.06;0.051;Ganando o manteniendo agua;0.0;0.6-0.7;0.6883;+30% del optimo;4.9853;+30% del optimo;5.0;+30% del optimo;5.0;0-0.2;-0.0722;0.575-0.6;0.5842
235576;2022-05-28;162203;1622-0;SUCUYA;PBA;;;CG02163;3.0;5.0;;PBA;2023-01-21;3.0;1.4885;True;0.1513;0.6-0.7;0.6797;+30% del optimo;4.4419;Sin incidencia;0.0;Normal;0.9993;BAJA;0.3947;0.8;0.7955;0.8;0.7955;Ya cosechado;0.0;2.2;1.9243;2.2;1.9243;75-100;89.2188;0.05;0.0474;0.05;0.0474;Ganando o manteniendo agua;0.0;0.6-0.7;0.6744;+30% del optimo;4.9922;+30% del optimo;4.9922;+30% del optimo;4.9922;0-0.2;-0.0959;0.575-0.6;0.5784
235577;2022-05-28;162311;1623-1;SUCUYA;PBA;;;CP731547;0.0;5.0;;PBA;2023-01-25;3.0;1.5217;True;0.1722;0.6-0.7;0.6528;Optimo;3.192;Sin incidencia;0.0;Muy Alto;0.345;BAJA;0.5745;;;;;Ya cosechado;0.0;1.8;1.7912;1.8;1.7912;75-100;82.0508;0.04;0.0394;0.04;0.0394;Ganando o manteniendo agua;0.0;0.6-0.7;0.6482;-20% del optimo;1.448;-20% del optimo;1.032;-30% del optimo;1.0;0-0.2;-0.0896;0.55-0.575;0.5555
235578;2022-05-28;162312;1623-1;SUCUYA;PBA;;;CP731547;0.0;5.0;;PBA;2023-01-25;3.0;2.0468;True;0.1313;0.6-0.7;0.6206;-10% del optimo;2.7267;Sin incidencia;0.0;Muy Alto;0.3028;BAJA;0.5456;;;;;Ya cosechado;0.0;1.8;1.7028;1.8;1.7028;50-75;72.0162;0.04;0.0363;0.04;0.0363;15 dias perdiendo agua;-3.0;0.6-0.7;0.6153;-20% del optimo;1.4535;-20% del optimo;1.093;-30% del optimo;1.0;0-0.2;-0.1056;0.525-0.55;0.5346
235579;2022-05-28;162313;1623-1;SUCUYA;PBA;;;CP731547;0.0;5.0;;PBA;2023-01-25;3.0;0.632;True;0.4375;0.6-0.7;0.6212;-10% del optimo;2.7347;Sin incidencia;0.0;Muy Alto;0.2634;BAJA;0.5698;;;;;Ya cosechado;0.0;1.8;1.5822;1.8;1.6002;50-75;62.6303;0.035;0.0343;0.035;0.0342;Ganando o manteniendo agua;0.0;0.6-0.7;0.6056;-20% del optimo;1.0408;-30% del optimo;1.0;-30% del optimo;1.0;0-0.2;-0.1286;0.5-0.525;0.5234
235580;2022-05-28;162314;1623-1;SUCUYA;PBA;;;CP731547;0.0;5.0;;PBA;2023-01-25;3.0;0.858;True;0.914;0.6-0.7;0.6786;Optimo;3.7952;Sin incidencia;0.0;Muy Alto;0.2876;BAJA;0.4731;;;;;Ya cosechado;0.0;1.8;1.6463;2.2;1.92;50-75;68.4012;0.04;0.0362;0.035;0.0342;Ganando o manteniendo agua;0.0;0.6-0.7;0.62;-30% del optimo;1.0;-30% del optimo;1.0;-30% del optimo;1.0;0-0.2;-0.1462;0.525-0.55;0.5312
235581;2022-05-28;162421;1624-2;SUCUYA;PBA;;;OTRAS;5.0;2.0;;PBA;2023-04-03;3.0;2.3566;True;0.0924;0.3-0.4;0.3969;+30% del optimo;4.9954;Sin incidencia;0.0;Normal;0.9969;NORMAL;0.8965;0.3;0.2269;0.3;0.2269;Cosechar;0.9954;0.8;0.7615;0.8;0.7615;25-30;26.9552;0.0175;0.0162;0.0175;0.0162;5 dias perdiendo agua;-1.9537;0.3-0.4;0.3918;+30% del optimo;4.9815;+30% del optimo;4.9815;+30% del optimo;4.9815;0-0.2;-0.2988;0.4-0.45;0.4268
235582;2022-05-28;162422;1624-2;SUCUYA;PBA;;;OTRAS;5.0;2.0;;PBA;2023-04-03;3.0;1.4505;True;0.1429;0.5-0.6;0.5004;+30% del optimo;5.0;Sin incidencia;0.0;Normal;1.0;NORMAL;0.7733;0.4;0.371;0.4;0.371;Cosechar;1.0;1.2;1.1183;1.2;1.1183;40-50;40.024;0.025;0.0219;0.025;0.0219;Ganando o manteniendo agua;0.0;0.4-0.5;0.4956;+30% del optimo;5.0;+30% del optimo;5.0;+30% del optimo;5.0;0-0.2;-0.2917;0.45-0.5;0.4657
235408;2022-05-28;162501;1625-0;SUCUYA;PBA;;;OTRAS;4.0;1.0;;PBA;2023-05-18;3.0;7.368;True;0.2193;0.4-0.5;0.4855;+30% del optimo;5.0;Sin incidencia;0.0;Normal;1.0;NORMAL;0.85;0.6;0.569;0.6;0.569;Crecimiento;4.0;1.2;1.161;1.2;1.161;40-50;49.0413;0.025;0.0241;0.025;0.0241;Ganando o manteniendo agua;0.0;0.4-0.5;0.4804;+30% del optimo;5.0;+30% del optimo;5.0;+30% del optimo;5.0;0-0.2;-0.2279;0.45-0.5;0.4772
235583;2022-05-28;162601;1626-0;SUCUYA;PBA;;;CP731547;1.0;2.0;;PBA;2023-04-02;3.0;4.2553;True;0.7136;0.6-0.7;0.6822;Optimo;3.8411;Sin incidencia;0.0;Muy Alto;0.4287;BAJA;0.2946;;;;;Ya cosechado;0.0;2.2;2.182;2.8;2.2079;100-150;102.8099;0.05;0.0443;0.05;0.042;Ganando o manteniendo agua;-0.0026;0.6-0.7;0.6826;-20% del optimo;1.3594;-20% del optimo;1.1693;-30% del optimo;1.0;0-0.2;-0.0324;0.575-0.6;0.5901
235584;2022-05-28;162602;1626-0;SUCUYA;PBA;;;CP731547;1.0;2.0;;PBA;2023-04-02;3.0;2.0627;True;0.3744;0.6-0.7;0.6242;-10% del optimo;2.8656;Sin incidencia;0.0;Muy Alto;0.2864;BAJA;0.3135;;;;;Ya cosechado;0.0;1.8;1.5739;1.8;1.5553;50-75;68.6869;0.035;0.0313;0.035;0.0306;Ganando o manteniendo agua;0.0;0.6-0.7;0.6278;-20% del optimo;1.1237;-20% del optimo;1.0108;-30% del optimo;1.0;0-0.2;-0.1538;0.55-0.575;0.551
235585;2022-05-28;162603;1626-0;SUCUYA;PBA;;;CP731547;1.0;2.0;;PBA;2023-04-02;3.0;1.4487;True;0.2238;0.5-0.6;0.5653;-10% del optimo;2.1705;Sin incidencia;0.0;Critico;0.2265;BAJA;0.2671;;;;;Ya cosechado;0.0;1.4;1.3159;1.4;1.3269;50-75;54.3269;0.03;0.0264;0.03;0.0265;Ganando o manteniendo agua;0.0;0.5-0.6;0.5595;-20% del optimo;1.0155;-30% del optimo;1.0;-30% del optimo;1.0;0-0.2;-0.2486;0.5-0.525;0.5052
235409;2022-05-28;162701;1627-0;SUCUYA;PBA;;;CP731547;4.0;1.0;;PBA;2023-05-18;3.0;8.7883;True;0.0469;0.7-0.8;0.7656;+30% del optimo;5.0;Sin incidencia;0.0;Normal;1.0;NORMAL;0.7994;0.8;0.7955;0.8;0.7955;Crecimiento;3.9784;2.8;2.727;2.8;2.727;150-200;154.438;0.07;0.0618;0.07;0.0618;Ganando o manteniendo agua;0.0;0.7-0.8;0.7606;+30% del optimo;5.0;+30% del optimo;5.0;+30% del optimo;5.0;0-0.2;0.021;0.65-0.675;0.651
235586;2022-05-28;162901;1629-0;SUCUYA;PBA;;;NA5642;10.0;3.0;;PBA;2023-03-31;3.0;2.6999;True;0.0775;0.3-0.4;0.3736;+30% del optimo;4.976;Sin incidencia;0.0;Normal;0.9811;NORMAL;0.7852;0.3;0.2431;0.3;0.2431;Cosechar;0.944;0.8;0.7278;0.8;0.7278;25-30;25.3532;0.0175;0.0152;0.0175;0.0152;Ganando o manteniendo agua;-0.004;0.3-0.4;0.3682;+30% del optimo;4.996;+30% del optimo;4.996;+30% del optimo;4.592;0-0.2;-0.3187;0.4-0.45;0.4038
235587;2022-05-28;162902;1629-0;SUCUYA;PBA;;;NA5642;10.0;3.0;;PBA;2023-03-31;3.0;1.6198;True;0.1227;0.3-0.4;0.3477;+30% del optimo;4.979;Sin incidencia;0.0;Normal;0.9214;NORMAL;0.7131;0.3;0.2758;0.3;0.2758;Cosechar;0.986;0.8;0.728;0.8;0.728;25-30;25.2714;0.0175;0.016;0.0175;0.016;Ganando o manteniendo agua;-0.979;0.3-0.4;0.3426;+30% del optimo;5.0;+30% del optimo;5.0;+30% del optimo;4.014;0-0.2;-0.3383;0.4-0.45;0.401
235588;2022-05-28;162903;1629-0;SUCUYA;PBA;;;NA5642;10.0;3.0;;PBA;2023-03-31;3.0;0.9951;True;0.1717;0.3-0.4;0.3763;+30% del optimo;5.0;Sin incidencia;0.0;Normal;0.9665;NORMAL;0.712;0.4;0.342;0.4;0.342;Cosechar;0.9756;1;0.8415;1;0.8415;30-35;31.4151;0.02;0.0186;0.02;0.0186;Ganando o manteniendo agua;0.0;0.3-0.4;0.3705;+30% del optimo;5.0;+30% del optimo;5.0;+30% del optimo;4.5488;0-0.2;-0.3268;0.4-0.45;0.4169
